"video_id","uploader","interval","category","length","views","rating","total_rating","comments","related_id"
"QuRYeRnAuXM","EvilSquirrelPictures","1135","Pets & Animals","252","1075","4.96","46","86","gFa1YMEJFag"
"3TYqkBJ9YRk","hggh22","1135","Comedy","169","228","5.0","5","3","QuRYeRnAuXM"
"rSJ8QZWBegU","TimeGem","1135","Entertainment","95","356","4.31","13","1","QuRYeRnAuXM"
"nRcovJn9xHg","wooochacha","1135","Entertainment","118","1115","2.23","57","73","QuRYeRnAuXM"
"UEvVksP91kg","johnx113","1135","Entertainment","83","281","2.67","9","16","gFa1YMEJFag"
"sVkuOk4jmCo","marcosoycadiz","1135","People & Blogs","49","1196","3.67","6","5","yjt5v88-6Aw"
"ZTopArY7Nbg","TroyChannel","1136","Entertainment","145","11","0.0","0","0","THM3FYUNyr8"
"0RViGi2Rne8","OmnipotentSI","1135","Entertainment","9","490","2.31","26","15","rSJ8QZWBegU"
"HT_QlOJbDpg","dumbasstheredneck","1095","Comedy","14","1349","2.09","22","13","cdbp6rCVzRs"
"ShhClb6J-NA","thecrashguy","1136","Entertainment","61","29","0.0","0","0","8dEezTw8J_o"
"g9e1alirMhc","iamdanielisaac","541","Comedy","152","483053","4.65","2689","2932","_i6OD_y_-AI"
"YZev1imoxX8","threefirstnames","1135","Entertainment","253","63","5.0","3","2","ldZPDf2cwqI"
"I4yKEK9o8gA","djlogitek","964","News & Politics","173","106929","4.39","1010","1484","g9e1alirMhc"
"1GKaVzNDbuI","fatvids","690","Comedy","176","2464486","4.5","13342","11997","Bd61LnxqSng"
"yuZhwV24PmM","weneedhelp","1082","News & Politics","213","46183","4.71","280","247","hU9iCANi02o"
"zQ83d_D2MGs","dumbasstheredneck","1095","Comedy","14","1550","1.57","14","4","HT_QlOJbDpg"
"DomumdGQSg8","imgrown18","910","Comedy","224","392908","4.8","1261","829","lVTS0iuo1EY"
"pFUYi7dp1WU","StanleyJenkins","1106","Comedy","200","110272","4.07","1011","482","_1haYY5pV18"
"2l6vwAIAqNU","makemagazine","460","Film & Animation","294","71966","4.07","260","229","g9e1alirMhc"
"hiSmlmXp-aU","bravenewfilms","440","Entertainment","168","653840","4.43","198","377","ED6YaRl93CE"
"dh6dF1XY3uI","Ffllaanndd","1090","Entertainment","249","146","5.0","1","1",""
"_a0gQFOJYWM","diamondfan1910","1011","Film & Animation","369","728","4.64","11","17","dN0NcMm9qZo"
"UzPldH0vuHY","Ffllaanndd","1100","Entertainment","424","229","4.0","4","2","Gfv3UpKGkl8"
"h9gRdAmGFnM","LinIsKorean","1067","Entertainment","410","220","4.33","6","9","wZuzB4i4HLA"
"rKWq0l6YiT0","ratfink43","719","News & Politics","37","4446","4.81","21","8","XeolH-kzx4c"
"M67aD5lLC2M","zeldamastertimmy2","1100","Entertainment","477","379","4.2","10","5","0oLMy5wWn30"
"gP0jnBrVEpI","NoodleStroodel","1069","Film & Animation","107","161","5.0","1","2",""
"geUY_esOrt0","samsarajade","1108","Comedy","218","664","5.0","12","27",""
"kIxj9S6jiB4","GoldGlove01","1089","Film & Animation","79","25","0.0","0","0",""
"mfUwgrwkqiI","Dukescubbie","881","People & Blogs","53","447","4.86","7","2",""
"0jjrvtqa-BQ","easterfilms","800","Entertainment","137","523","4.2","10","9",""
"VoPgxHja4Os","Djclyve","744","Entertainment","340","1083","2.33","3","0","a1Gqpdrna9Y"
"QJMZjx4L0BA","diamondfan1910","1038","Film & Animation","322","230","5.0","4","9",""
"OshpuI9BGVU","mywiiowns","883","Entertainment","608","406","2.43","7","4",""
"eBGIQ7ZuuiU","YouGotRickRolled","832","Comedy","210","8119804","4.64","23256","29160","oHg5SJYRHA0"
"L3mR8syHNIg","DarkArchon102","1068","Entertainment","84","109","5.0","1","7","WW4Lvnr07Hw"
"McZ3lP8lb6E","uglydollfreak","1089","Entertainment","614","146","2.5","2","5","LDU9qX_Y1Xo"
"WsaQ0dQhXnA","SamProof","861","Entertainment","226","3685","4.85","33","80",""
"16XHS2R_mEo","Zarzycki3000","1060","Entertainment","212","57","2.33","3","2","L3mR8syHNIg"
"lhGZVgoDub0","WhiteKhakis","965","Entertainment","291","5481","4.64","14","18","Bgzgj25CmKg"
"aYHBqH_xbCw","Ryokibin","1133","News & Politics","521","11327","4.77","96","190","EZT0_Kmyfl0"
"SfaxA9Q-9AQ","CBS","1134","News & Politics","177","25618","4.86","182","153","Pef5AUt-tic"
"1cWWE3A2mDI","davoodnpussy","1135","News & Politics","89","3947","1.46","69","49","gtyYEwQwc28"
"exT_E9FNu84","zabbabou","1136","News & Politics","63","549","3.15","13","11","gtyYEwQwc28"
"osqnkdc349s","giantPANDER","1135","News & Politics","132","597","5.0","4","1","SfaxA9Q-9AQ"
"5lWlN8g2dAc","JoannaLloyduynsv","1134","News & Politics","53","2511","4.43","7","9","6KqmfUFZbBw"
"ZCYtPT_bpTI","speakmymind01","1133","News & Politics","116","5321","4.77","30","60","8BfNqhV5hg4"
"6KqmfUFZbBw","ScrappleFace","1134","News & Politics","45","12971","4.57","23","44","5lWlN8g2dAc"
"Y_hAXbgxXp8","andiKentvmai","1135","News & Politics","124","209","5.0","1","8","ZCYtPT_bpTI"
"IxVsdS887HA","wazolangu","1130","News & Politics","39","44203","4.72","184","208","D01Wa2PLquU"
"L1WYOl2_5Kg","iaxiloll","1134","News & Politics","382","4648","4.48","31","119","iOsGo_HWP-c"
"bjAuzPnJ82A","lotarvk","1134","News & Politics","122","6715","4.82","33","166","8BfNqhV5hg4"
"E8_odhuWfTk","SteveMarmel","1131","Comedy","149","53950","4.68","341","572","rc01OYUYLes"
"TKe2rBbGGEA","go33tv","1134","News & Politics","138","10240","4.77","44","118","4sb1XXb_9sM"
"lwrxclIGJqk","oonkamoonka","1134","Comedy","71","11888","4.48","58","77","qR28n3L4f9A"
"T3depGF5E-0","llamomanu","1133","News & Politics","219","51837","4.71","390","795","eb-FIdshnVg"
"9l2qbaOMbcU","ciwanamed","1135","News & Politics","116","894","5.0","3","6","iOsGo_HWP-c"
"2hZx3yBoNw4","CBSEXPosed","1134","News & Politics","116","7515","5.0","2","0","8BfNqhV5hg4"
"UCeA4K2-wNk","spityogamecom","856","Music","294","390697","3.77","1320","2351","zwxljUHq1n4"
"BDmhe0vIFiQ","SpTgUrL2010","1063","Music","166","3768","3.75","16","15","UCeA4K2-wNk"
"9xSvVPa41Cg","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"3Cc7-4OeAgM","joris6440","1127","Music","303","368","4.6","10","4","7h8abJUidwA"
"NDtHpG0c0Cc","reidooproductions","1135","Howto & Style","185","84","2.67","3","2","UCeA4K2-wNk"
"e5L0hW2Dj10","MYHOODURHOOD2","1135","Music","64","199","0.0","0","1",""
"UmAa8JTm1Cc","iRespond2U","1135","Music","59","116","0.0","0","7","UCeA4K2-wNk"
"#NAME?","headz22","1136","Music","104","48","5.0","2","1","UCeA4K2-wNk"
"QXEdjYf5ezY","spityogamecom","858","Music","401","267189","4.69","442","407","G84LhBePK6k"
"G84LhBePK6k","spityogamecom","864","Music","356","200754","4.76","364","264","QXEdjYf5ezY"
"OnosHPTij3M","mi3456789","1112","Entertainment","295","247","4.0","5","1","Dms9iAI80w8"
"yhGd25KcOh4","spityogamecom","852","Music","187","164387","4.82","108","47","G84LhBePK6k"
"Cj_S_rut3LQ","MrCeoBoy","989","Music","176","762","5.0","4","7","2iUzQqtrmRU"
"XNyINFMHHm4","MRMAKEEMBOP","1118","Music","152","665","0.0","0","1","eA0wwOXG45I"
"6hIis-_GIXk","jessy0525","859","People & Blogs","240","1195","3.67","3","6","2ShxpwuZygI"
"hd6yq-HIibI","Chevymalibu12","835","Music","202","330284","4.72","392","259","S2GXb8li5Xo"
"ZEDYzwdqHrU","MRMAKEEMBOP","1117","Music","111","158","5.0","1","0","S7xjDoq9040"
"t02kRsw1AUU","bihwiLoganqjrg","1135","Music","193","236","4.2","5","5","UCeA4K2-wNk"
"H4kZqk1NF4U","symonds4260","1079","Music","294","419","5.0","1","0",""
"J52gclijmWw","spityogamecom","854","Music","187","44965","4.82","98","65","_lQxqblSnoY"
"5vLbA7n8EG0","alexasWelchvpjjc","1135","News & Politics","53","1003","5.0","1","7","DCAO6bZa31o"
"3ZbXJp-NUZc","puebloplug","1135","News & Politics","13","784","2.47","19","5","DCAO6bZa31o"
"McYsnvAymV8","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"MaE1kowuCBQ","tottigol1020","390","Sports","117","742374","4.46","597","503","3ds7V085k7g"
"N1RMCuIUB9c","NettwerkMusic","563","Music","190","288213","4.84","1051","654","6WqDWJdBTx8"
"FZK4BRN6D9w","AREQCFC","851","People & Blogs","365","117139","4.8","272","211","6nAe6ke2M0Q"
"pM3GHI5xR9U","savas82","458","Sports","194","732199","4.69","1457","434","zv47ay3aJbs"
"3ds7V085k7g","tottigol1020","390","Sports","182","702596","4.5","617","655","MaE1kowuCBQ"
"clhOnZRrmXc","ped666","527","Music","230","2135635","4.8","3747","1856","pKQK8rYZNHY"
"TPUZqcibh4E","daRangers","613","Music","225","1102105","4.82","2608","1324","pKQK8rYZNHY"
"OIxgw04Y0Fc","Veracifier","1088","News & Politics","113","96500","4.34","216","823","ClM3sC_EzN4"
"13YOGHzzoMA","360Gamerz","1117","Sports","594","83803","4.81","185","232","xJkift7F3K4"
"16s-pJs69UU","Naimahdancer","476","Entertainment","215","111214","4.62","339","118","matlu0BOmNY"
"kHKefMuCqlk","minidaul","386","Sports","222","826140","4.63","772","651","pM3GHI5xR9U"
"1A1thQqUvAI","colleenblueblue","479","Music","289","48360","4.75","44","18","1504cSBhWG0"
"awVJCNMw1To","JessCLevengood","1004","Music","367","71376","4.83","207","253","Xk8Yo4pzhWs"
"FJETon8XRxY","ped666","490","Music","209","105878","4.71","307","183","TPUZqcibh4E"
"3t8GdtYdRk0","HalfaZoul","675","Music","120","2657650","4.48","3552","2714","tyAvaLsLFl8"
"o5t3PwKccOo","EEntertainmentTV","447","Entertainment","200","140901","4.84","297","130","2ibL1TbN1Mk"
"ype6Hw_Hmjo","25thNovember1970","1006","Music","306","14332","4.92","60","46","KvOnRdMi4OM"
"ylzerQfIMn4","mrpregnant","511","Comedy","240","92079","4.25","528","384","0GISY0A395w"
"2sigtR16STI","mrpregnant","592","Comedy","202","174514","2.84","842","602","_dTZePy1p44"
"uAZ7Cop0t8U","mrpregnant","890","Comedy","144","30395","4.09","440","719","wqEvEr8xahg"
"im7IorDZ9uY","mrpregnant","507","Comedy","294","442233","4.56","2793","1930","mgZcf58Z9hQ"
"tVFUWgWyEtE","mrpregnant","0"," UNA ","179","19624","4.26","174","147",""
"#NAME?","mrpregnant","585","Comedy","317","54841","4.17","492","355","E5zfoUvct9g"
"GJZL0XVUnRE","mrpregnant","1102","Comedy","186","12615","4.39","257","200","vK4zrqp1yS8"
"O27r2zYVIhw","mrpregnant","0"," UNA ","300","87835","3.53","680","251",""
"ha0gjt-r2Tc","mrpregnant","509","Comedy","313","33427","4.55","614","324","F-4QKDoLBWI"
"bzVy77JZX9U","mrpregnant","1077","Comedy","256","126333","4.08","675","1450","i3x4C1fJcUk"
"i-QTc3V4PEY","mrpregnant","505","Comedy","69","12683","4.28","252","44","0GISY0A395w"
"qkrvYnNpQm4","mrpregnant","541","Comedy","932","160465","4.54","1294","2011","DpQkJ2T7zrc"
"vK4zrqp1yS8","mrpregnant","763","Comedy","419","200489","4.18","1391","1615","pqhlG9qYsR8"
"utegCEv4qkw","mrpregnant","554","Comedy","300","15817","3.94","241","280",""
"ffOY69kjeSU","breLloydvrnsst","1135","Comedy","45","387","1.3","53","22","nKA7iTE3s6A"
"yp-i6L_NRPM","AndaleTheGreat41","1135","Comedy","14","221","1.56","32","7","nKA7iTE3s6A"
"wUsG23QyaCk","davoodnpussy","1135","Comedy","47","251","1.47","51","19","nKA7iTE3s6A"
"mRHGKGRlz-Q","JamesNintendoNerd","1099","Comedy","57","195618","4.86","2469","1581","s0KuesK9RFk"
"wKXAEVO4htE","arthurhapsody","870","Entertainment","425","29972","4.77","214","107","LzLdPYu3RLQ"
"HUOHibEbzHE","Jirron","845","Music","111","86731","4.69","447","290","reG6g1iMd38"
"4RqiI4JdGJE","JamesNintendoNerd","1071","Comedy","37","127743","4.77","1235","785","WuJ9ZeAaf8k"
"LW78tWxjdPA","JamesNintendoNerd","1114","Comedy","54","92279","4.87","1446","746","MiQE_Lb801U"
"Np2JTCX6H40","MasterOfCards","884","Entertainment","200","75198","4.48","631","571","kBVmfIUR1DA"
"h2maEE7yodQ","JamesNintendoNerd","1009","Entertainment","205","168148","4.81","2290","1465","KWJv1vvtPao"
"p3KqyCDaH28","fabsbento","1123","Comedy","545","949","5.0","8","5","0z4bEYbbEJ4"
"y_2jJS_BAh8","DukeNukem3DO","1029","Entertainment","324","7895","3.86","90","65","n1qoESYDwPY"
"cRT3tV9VdbU","cloud8745","1121","People & Blogs","508","6378","4.62","253","131","0ZNB_fktW4k"
"i-6IDRAFUtw","UL05ST","1055","Music","172","4483","4.35","20","19","MYDuy7wM8Gk"
"S-6sdlftpv8","DinnerItBurns","1067","Comedy","595","5399","4.6","72","55","sDymphHPJo0"
"K8OVhweDZKA","webjunkpoop","910","Comedy","399","20256","4.34","111","83","Z2QC1O8XQJI"
"E7OKDwX4Auw","JamesNintendoNerd","969","Comedy","706","175886","4.74","2989","1014","1raUvGNbZFg"
"kGpviK7Lu20","vegeta273","876","Comedy","419","21913","4.64","182","153","td00Xk6uUD8"
"td00Xk6uUD8","vegeta273","906","Comedy","414","10347","4.73","108","98","kGpviK7Lu20"
"muaTrM7Ouxw","SonicXisnow2009","1095","Entertainment","597","736","5.0","4","2","FvWuy7p5mZE"
"yYc9bk2muyw","devttt","1135","News & Politics","407","392","4.07","30","10","acHkXqik_Bo"
"F76IkRohiow","2008freetibet","1131","News & Politics","131","1853","3.53","36","23","DlbIyZ0l0RY"
"2I2bvs3uZ4c","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"h8FMNtTw24o","cmforum","1127","News & Politics","178","19946","4.75","434","276","x9QNKB34cJo"
"TR-ekaXzaWA","Tibetan72","1135","News & Politics","407","100","4.64","11","4","tr46ApMFXzk"
"Oi0NB6ENnF4","journeymanpictures","996","News & Politics","1044","1856","3.11","19","17","0VRneGYpaXc"
"huVb7FH87Wk","mayyoubekind","1132","News & Politics","433","807","1.7","40","23","GKR1v0QwXrM"
"vv7jdRswKSM","sonamsam23","1127","News & Politics","250","1420","3.33","12","15","MAuKv6Qz7SY"
"ou_b4qq1REU","kgb23lyc","1119","News & Politics","64","1362","3.5","8","13","jqEq5zUNgxo"
"oG21V-JwWYs","UTEEngineer","1128","News & Politics","579","25430","4.27","494","596","uSQnK5FcKas"
"uqoRF9bu8VI","squishydemon","1127","News & Politics","46","1021","3.0","4","16","rhP-MWXtAGA"
"uzv-gkiSjEk","TAIYOWHALE","1124","News & Politics","156","20435","3.99","78","389","GJP1c9CssZI"
"xwGX5Fx7o8E","HHK17","1133","News & Politics","599","211","3.33","12","14","mb-ezekCmR0"
"#NAME?","sonamsam23","1127","News & Politics","122","634","3.8","10","14","vv7jdRswKSM"
"EjN3bdvKGiw","NewsRevue","1127","News & Politics","149","1458","3.0","7","33","U65CJuMB268"
"pcfQ8GA063c","jijtube","1124","News & Politics","130","33998","3.72","129","671","onB7pIT4mKo"
"qB_YqEk15e0","bharatamata","1126","News & Politics","129","4123","2.82","101","245","pcfQ8GA063c"
"Rql5wjKhzZM","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"Hv3Yq3rpQB8","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"XsJBNkAn1Ws","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"O3SOfHiaLCc","FreeWingz","538","Comedy","414","1263","4.2","50","58","SGP_RpS4YSM"
"sHwAB4RokrA","agentsmith21","772","Music","241","331","4.67","9","19",""
"PHf2g_4TyDY","Bigbrando99","998","Sports","131","4052","4.64","22","22","nSft20TiMlA"
"DlEgO89LiIw","live2bshiv","970","Comedy","140","189","1.0","1","0",""
"o3eBdSlQIp4","chaseemery","975","Music","282","1346","4.67","12","10",""
"xQv4K2rO0O0","mrules45","962","Entertainment","43","600","2.25","12","12","m3LF-lyQ2OA"
"bIP1V1u2q-E","bucksdotcom","1052","Sports","85","9191","5.0","19","16","ql-fHfjBzls"
"Y9LbqKVTXMo","seeso","1004","Music","166","7001","4.88","203","245",""
"iqHVh0D4e7M","AssociatedPress","1120","News & Politics","82","9092","3.71","7","26",""
"zokUPp_nj_c","ksalinda","707","Sports","68","8630","5.0","6","29","KhJtLJjJX9g"
"16D4DCduxVA","kOrOne79","842","Sports","346","10713","4.74","42","13","LnF1YD6iXe0"
"Rv7tbFPXXmU","newzjim","706","Sports","309","47106","3.85","60","591","NK6odSRXPI4"
"fUCguV4V6HY","PrestonV20","628","Sports","119","50110","4.07","54","34","JAWFqXIAp3g"
"E9gUcbDcd7E","elgroxo","744","Comedy","268","268631","4.51","926","1004","5QTx8454zQw"
"ZYryffNvDaU","puprock2975","986","Sports","478","7853","5.0","22","21",""
"AkYFKuGJEsE","puprock2975","987","Sports","460","5734","5.0","19","12","ZYryffNvDaU"
"l6-J82_3utA","1EDmanLV","1122","Sports","58","2896","5.0","4","10","Vz6icPtNwZE"
"GAce3GwmyLg","Brooky217","497","Music","90","3632","4.18","11","5",""
"Zs4H9Itl40c","dinxbeau","1104","Sports","150","7962","5.0","12","28","w9EHgzekwCE"
"R08Nxax_jsM","xeenslayer","1045","Entertainment","513","1040","4.17","6","8",""
"qhAnSGeTpz4","iRespond2U","1135","Comedy","80","210","1.67","12","48","1OF20VB_CMA"
"mqgY3vx6DCM","1mResponder","1135","Comedy","54","224","1.8","5","14","1OF20VB_CMA"
"rfwt5veVXEk","supermac18","843","Comedy","66","714699","4.54","1671","2828","4ira1eUOQGY"
"4ira1eUOQGY","supermac18","851","Comedy","106","1714836","4.75","5477","8748","rfwt5veVXEk"
"RDIIzmusYi0","supermac18","794","Comedy","33","366065","4.47","721","1289","25CpF-Wudms"
"hYbyDY790nM","supermac18","855","Comedy","94","481660","4.62","1219","2004","4ira1eUOQGY"
"0TeHUtyNqDI","supermac18","1048","Comedy","180","254111","4.48","1444","2702","rfwt5veVXEk"
"WmyeEX3FG9U","supermac18","922","Comedy","182","218052","4.63","1012","1929","BptuGZT_l9Y"
"WM1yqH5dBj4","supermac18","1092","Comedy","184","72844","4.63","643","1334","BNs-dHSN8lg"
"G6XenDuiyvE","supermac18","809","Comedy","73","223533","4.74","607","938","Cga3ZBwlsZ0"
"FqvAqb6UyqE","supermac18","862","Comedy","82","440797","4.59","1331","2777","4ira1eUOQGY"
"zzlDKaXAIgE","supermac18","942","Comedy","240","181663","4.6","869","1478","wYgcWXzm4NU"
"9MdXdTSwfX4","supermac18","825","Comedy","76","401454","4.38","955","1810","toO8p_oqIgo"
"1cSnEPsPr5Q","supermac18","1054","People & Blogs","69","93061","4.48","320","717","0TeHUtyNqDI"
"25CpF-Wudms","supermac18","794","Comedy","37","399838","4.52","872","1386","RDIIzmusYi0"
"dzslyDdYnRI","supermac18","805","Comedy","113","338457","4.55","902","1228","9MdXdTSwfX4"
"eYfedzk27zQ","supermac18","863","Comedy","86","192080","4.65","636","1052","BYNFDa_-xlw"
"LBTKkAgRkYU","supermac18","844","Comedy","63","82734","4.58","206","308","aqRq_rfIa58"
"tTy__qMSoR8","supermac18","796","Comedy","55","63544","4.62","158","219","ypyxeSkXCGE"
"lpSTTtV8_Ms","supermac18","859","Comedy","86","166754","4.47","375","571","R-hRIRICQow"
"zzCUvBWsgCk","Starsxx21","897","People & Blogs","218","146453","4.43","182","215","h2fRitzFKA0"
"wF8rPPpmAQc","mileyroxmyworld4ever","879","Music","300","72416","4.7","182","127","h2fRitzFKA0"
"IU78CciLDh8","Hedda1996","1084","Music","205","1071","5.0","2","7","DV2JgxnL8xM"
"4z31fXh-UEY","0sonalika0","965","Entertainment","256","752","5.0","2","5","q694TUJg_Mk"
"FurZU6V3Uws","lovelifetilldeath","1092","Music","196","296","0.0","0","1","X5SAz5azyek"
"h_8gsd8IT7Y","r4ndybp","983","Music","214","11215","4.99","67","28","yJuaXjefpuk"
"WlEyuOZ0ZWM","BillabongNL","1097","Music","224","5431","3.67","6","49","h2fRitzFKA0"
"eEe3p87b-xw","asianarmy","864","Music","116","23125","4.62","37","38","zzCUvBWsgCk"
"nPEOr55j0Fs","kat12923","1010","Music","194","5915","5.0","84","24","yx_Zs8CZPZQ"
"fBPaEZ84uJk","qtpiecoco7","941","Music","228","5617","4.88","8","11",""
"f9_yEORBJK0","HannahMileyFanatic","998","Music","179","6188","5.0","10","20","T9LIgD29EXs"
"OTYqs0EHRIE","shabba57","1071","Entertainment","97","2359","3.9","10","18","AoBHCHGLZeQ"
"tNcrmKYGE3k","RoisFan","881","Music","216","30792","4.77","56","24","DV2JgxnL8xM"
"7vVbX2---rQ","IEatDogs342","1042","Music","218","2008","4.6","15","7","h2fRitzFKA0"
"V7xMLOHYPbA","kat12923","1008","Music","219","52314","4.83","221","320","rw4WgktDntk"
"WH56yJudnGs","drexiel8","1040","Music","224","978","4.0","9","6","#NAME?"
"KRLGnK8Yn9c","715gilmoregirlsfan","1077","Music","213","716","3.0","4","6","3weOYw384LA"
"wxiYTV6FG9g","mileyfan98","1086","Entertainment","218","1562","4.0","5","9","yJuaXjefpuk"
"CFCMSW_SsPY","ChristerD93","863","Music","214","6438","4.44","27","20","yjsvBe8Jcs4"
"LO_5wisNs5M","xZashleyFanx","1035","Music","214","1902","5.0","8","6","L7NKPsiPS2A"
"-17Zbw0e6zs","RosetylerProductions","1061","Entertainment","100","2198","5.0","13","69","fqEslRajbP4"
"VeGFjTGG7A0","JexL92","962","Entertainment","126","5689","3.5","6","8","4QWBePOZ2gE"
"pyD1kaXW2eI","Madrosed","1109","People & Blogs","428","2475","4.44","34","39","YcRWD1C_V-M"
"WNn0ZMEPmD0","stemcellfilms","972","Film & Animation","166","498","3.5","10","6",""
"I_vG88ofWk0","XL0v3Dx4l0tX","1129","Film & Animation","214","346","5.0","17","15","X5bGEAjQCDo"
"GfHs7xrPRsE","MrsxDeanxWinchesterx","1104","Film & Animation","286","370","5.0","8","8",""
"k42l5NGDG94","suchiha13","964","Music","250","568","4.59","22","16",""
"p4XI4_K35pY","lions22rule","1109","Film & Animation","221","257","5.0","3","2",""
"5_-UZDCsv2M","Ketsuekiko","1057","Film & Animation","401","1011","4.94","35","25",""
"wfaCPvwPJCM","lions22rule","1114","Film & Animation","185","386","5.0","3","3",""
"JbJpzHhPZKU","Avatargurl649","1049","Film & Animation","109","2561","4.71","52","51","KcS9LW9yTPw"
"GiEVh41zRP0","ThomsonFinancial","1053","News & Politics","81","98","0.0","0","0",""
"M2UdaF_h0ys","Big100000","1120","Music","24","84","0.0","0","1",""
"gsFyNxoF5fc","suchiha13","961","Music","183","1152","4.76","25","17","jjql2n_P8i8"
"1DZLOPnkrJo","UFlibraries","1107","Education","496","998","5.0","1","1","-7hSIJ9JAaM"
"Hn8YhLPdzI8","PimpMyChocobo","1114","Film & Animation","238","375","5.0","17","13","gcKshzCAnbk"
"dzgdGCQCRk8","super5lady95","1130","Film & Animation","248","276","4.75","20","11","hJCHMnmVkow"
"oKPAgGdh4Jw","xMimiko","1118","Film & Animation","231","1078","4.93","58","30","kLV3d-VZ7Vk"
"6KdIGOXexWY","xMimiko","1110","Film & Animation","181","2177","4.91","186","104","GTv4jf-dPJE"
"HLAdLQ78LjU","McLiga4","877","News & Politics","636","11933","4.52","21","47","zt1TrxPAPak"
"GS9T0XzdAMs","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"osbHXixhXqQ","puebloplug","1135","Science & Technology","88","1438","4.06","18","13","jktvihVzj9U"
"MwO_F-pC9R0","davidisbetterthenyou","1135","Science & Technology","22","445","1.73","11","6","osbHXixhXqQ"
"HYF5FF7rAoo","batermaster77","0"," UNA ","118","1156","4.2","5","3",""
"jktvihVzj9U","davoodnpussy","1135","Science & Technology","77","246","2.25","4","7","osbHXixhXqQ"
"5LhI5Z11Tlo","HadassaCraigdspwkj","1135","Film & Animation","199","844","1.12","8","7","qLTs6jlbkjE"
"RBQoWgXepa4","mistermashup","961","Science & Technology","62","2655","4.5","14","8","QCDeE-OYhn8"
"BJss1OA_ESY","fuzzishaq","1136","Science & Technology","191","132","0.0","0","0","q6e7Jaz4FOc"
"q6e7Jaz4FOc","mistermashup","1030","Education","461","1003","3.83","6","1","OwqFoljnZ-w"
"xsG2hccZPl4","mistermashup","968","News & Politics","245","914","5.0","7","4","q6e7Jaz4FOc"
"OwqFoljnZ-w","mistermashup","1029","Comedy","134","1010","5.0","5","4","RBQoWgXepa4"
"QCDeE-OYhn8","mistermashup","981","News & Politics","205","763","5.0","1","3","xsG2hccZPl4"
"3o0X5yz1IaY","MovieMaker987","838","Howto & Style","124","17232","0.0","0","0","aHcKGM0_yL0"
"uAsO8hLcPu4","jddj111","1062","Entertainment","91","2013","3.79","19","28","zOMjy8mHHZQ"
"Vxt5ajpjxSs","Naz18h","994","Entertainment","200","24145","2.7","10","8","86jdB2DtpnE"
"ddpiGvL8uZA","StormProductionzZ","1120","Education","54","147","0.0","0","0","6zAi1rcchrs"
"myASNrZtjX4","gilmar406","870","People & Blogs","93","342","3.0","2","0","NEHgvPvBfuI"
"74tzG-Fj9pU","aradroxar","1024","Howto & Style","79","186","3.0","2","1","p4gs4jQQlOQ"
"oswQDEgzBvA","IrustyshacklefordI","1062","Entertainment","176","2176","3.56","9","9","uAsO8hLcPu4"
"OnYQph0xQjk","CoastermanTB","1092","People & Blogs","443","340","4.8","5","9","wvmZZIDyXLw"
"6zAi1rcchrs","CoastermanTB","1093","People & Blogs","479","2292","2.72","18","28",""
"yAO8RB1zGRA","thisisisaac","1042","Howto & Style","44","72","0.0","0","1",""
"iZYqAomoHYA","JohnMoylanIV","1089","Howto & Style","196","314","5.0","1","5","9H3nvH2ZDEE"
"oNeC28mhU1o","dazmondo007","1041","Howto & Style","40","194","5.0","2","2",""
"nZUQTqatZRE","IrustyshacklefordI","1068","Comedy","59","7797","5.0","21","16","tnUEcG4iH34"
"kgYdkamOUdc","djluckyluck","1133","Howto & Style","96","95","1.0","1","1","BoUagr2KIfs"
"mYAeAMYVjRs","PL4YB3Y0ND","1017","Howto & Style","66","2979","3.0","4","15","vft4rmKqkOc"
"ixkgYWijITQ","dchhat007","1135","Entertainment","309","41","0.0","0","0","2Vn1sbsQSu4"
"pwutYAzbOJI","10cutie10","1117","Entertainment","92","59","0.0","0","0",""
"s7GgjGj6pO8","dantheman8679","1096","Howto & Style","39","84","0.0","0","0",""
"nxg3ZXT1v2M","BTNH420","1084","Entertainment","176","340","0.0","0","1","_IEo0fa5JQY"
"Z7_bd9YdCMM","kitesurffreak","968","Howto & Style","124","303","1.0","1","0",""
"92KZt9gYqZk","DaniiDeanwnsyuv","1135","Music","243","35163","4.68","192","240","aetA__BXplg"
"vONuoewjesY","mudcap16","1134","Music","133","9649","4.8","55","52","q-Ke1zCWgI8"
"hTj6ieUXcU8","sora99252","1134","Entertainment","295","6801","4.7","43","22","HZBkUW3uQMA"
"ZW8HTABTfBs","","NULL","","NULL","NULL","NULL","NULL","NULL",""
"9IwLGLdU4II","9224221550","1135","People & Blogs","77","1101","5.0","6","2","zNSMveVJois"
"RLgOxur7dBw","DaniiDeanwnsyuv","1135","Music","238","4423","4.62","21","18","92KZt9gYqZk"
"QeLRteOgxeU","MuzicIdol","1134","Music","498","20898","4.88","147","114","whmnCgBtb88"
"7-Trlse6B9g","haircubedspray","1134","People & Blogs","84","665","5.0","1","0","92KZt9gYqZk"
